Liatháin,sciatháin
Bad,Ban
les,let
shlí,slí
Dan,uan
teannta,léannta
held,help
cine,sine
gceannáras,gceannas
ama,aga
Ghlór,Glór
di,dá
Cuimhním,Cuimhní
Nua,tua
Cuimhne,doimhne
Molaim,molaim
Are,Ar
é,cé
ndéanfadh,déarfadh
Maitiú,Mhaitiú
Fé,né
poill,foill
ngarraí,gharraí
Saoirse,daoire
Mare,Mars
Labhair,achair
buidéal,mbuidéal
ná,bá
hiomaitheoirí,iomaitheoir
faiseanta,uaireanta
móilín,póilín
Bear,year
eir,úir
fháinne,héinne
chnuasach,chnuasaigh
mó,mé
hainm,ainm
Corráin,Chorráin
trí,brí
tour,your
thoghcháin,thoghchán
fhiosraigh,fhiosraithe
bhFéile,bhféile
Keane,Kane
cáipéis,cháipéis
nGort,ngort
at,hat
Ghleann,síleann
shaothair,saothair
caipín,cailín
eat,eag
glanadh,séanadh
athléamh,théamh
Ros,Rois
Das,Dan
chogadh,thagadh
gcomóradh,chomóradh
Teagasc,teagasc
Gorm,orm
Deirtear,deintear
sad,bad
teachín,teacht
ainmniúcháin,hainmniúcháin
tholg,thola
Mrs,Mas
scan,can
Maire,maire
Thaoiseach,Taoiseach
dhuais,duais
Mé,é
thus,thuas
Uair,hair
dúpholl,dúphoill
thaisme,phaiste
et,lt
thá,bhá
cheangail,ceangail
dtriail,dtriall
iar,inar
gCuradh,Curaidh
folaithe,foilsithe
Aa,da
luaigh,uaigh
sinn,rinn
fud,fód
fhearg,fearg
goirt,toirt
Ina,Ian
yo,to
Cara,mara
Ni,No
aitheantais,aitheantas
choiste,coistí
Moon,Mon
stair,star
réime,réim
mhór,phór
tine,tune
Cuireadh,Chuirfeadh
bulaíocht,bhunaíocht
Beilge,seilge
Fine,Áine
Meabhraíonn,meabhraíonn
ballraíocht,barraíocht
Ya,Y
bagairtí,bhagairt
Áise,Áine
w,é
tubaistí,tubaiste
fhoirne,fhoinn
Spáinneach,práinneach
Eachach,fathach
Cá,á
Chuilinn,Chuilín
dé,ds
Fiach,Fiaich
ciontaithe,hionsaithe
Man,Main
Dar,Der
imríodh,aimsíodh
gceannairí,ceannairí
ár,lár
deirneach,deimhneach
deonach,deanamh
ea,ya
Dhomhnach,Domhnach
scaoileadh,caoineadh
Eireann,titeann
Baol,baol
fhine,fine
Biseach,seach
No,o
lus,gus
Ian,Ivan
Ceannais,Ceannaigh
minic,minicí
dheineann,dheiseanna
halainn,álainn
thuairiscí,tuairisce
one,gone
muileann,uilleann
cheansú,cheann
Fia,Fir
samhlaíocht,shamhlaíocht
feargach,earrach
seisiún,session
hip,hup
tuartha,tuath
fógraíochta,fhógraíocht
nasctha,measctha
ar,arú
Teaghlach,teaghlach
Scannal,canna
gealladh,mealladh
site,size
eacnamaíocht,eacnamaíoch
Tomorrow,tomorrow
caoin,caoi
scaifte,scoite
brabach,bratach
l,lú
Gaeltachta,nGaeltachtaí
Mhac,Mhaca
Eanach,manach
beat,feat
le,led
Thrá,ghrá
doiléire,doiléir
fóir,fhir
fhiacha,fhiacla
ghort,short
bhallaí,dhaltaí
gcárta,cárta
hArgáin,Aogáin
It,Im
leictreachais,leictreacha
cháinte,bháite
príosún,phríosúin
Sraithe,ordaithe
seasamh,deanamh
bá,be
Bhán,dhán
fhairsing,fairsing
gCluichí,chluichí
stairiúil,shainiúil
seasmhach,seasmhacht
cheartú,beartú
móra,mara
guthanna,dathanna
ordaithe,urraithe
Jr,or
imtharraingt,imtharraingthe
G,d
Mad,ad
Labhairt,labhair
sneachta,shneachta
He,Hi
lochtanna,nochtann
iontach,sonrach
imreodh,imeodh
údar,húdar
ghealach,bealach
mhaireann,mbaineann
Mhóir,Móir
chrainn,chinn
gd,gá
Bóthair,Bráthair
dtacaíocht,tacaíochta
Holland,colband
cliath,liath
bliain,blian
ndearna,ndearmad
bád,mbád
A,Ag
chorp,chorn
chríocha,tríocha
cóirithe,hairithe
Ceadaoin,Éadaoin
spórt,shórt
pubanna,jabanna
a,h
gcúinne,dúinne
bhfeicfimid,feicfimid
maitheas,raibheas
aifrinn,aifreann
rachainn,hachainí
cor,tor
seanscéalta,seanscéal
cheapfar,ceaptar
lú,ú
Breatnaigh,Breathnaigh
Chomhaontú,chomhaontú
cor,corp
Boy,boy
an,Éan
Kid,id
am,an
bhur,bhus
sagairt,tagairtí
ceannairí,ceapairí
dtiocfadh,thiocfadh
gearra,earra
suíochán,síochána
sos,bos
chlos,chros
Buitléar,Buitléir
Cháisc,Cáisc
son,so
leic,feic
My,Mé
ga,da
Ceathair,athair
dá,dm
Caitheadh,Cailleadh
theicneolaíocht,teicneolaíochta
Iománaíocht,iománaíocht
Nod,nod
Uachtaránachta,hUachtaránachta
Gur,Gar
phóilíní,chailíní
Spóirt,spóirt
Bráthair,mháthair
dearadh,deara
fhreastal,fhreastail
talamh,thalamh
mian,mhian
rómhaith,rímhaith
Gaeilg,Gaeil
cúigear,cúige
tráthúil,rathúil
Scáth,Scoth
Muireann,Mhuileann
son,song
Cú,Cé
rinne,inne
fhorleathan,forleathan
cinniúint,chinniúint
chonac,chonaic
E,b
some,same
Phobal,Pobal
Sona,Song
Thuar,Tuar
Sleacht,reacht
scaipeadh,scaoileadh
mo,me
X,r
chasann,chlann
choiste,chiste
han,tan
ceannaire,ceannairí
meantán,meascán
Braitheann,sraitheanna
phóg,hóg
C,Í
Ochtú,Ocht
bás,cás
Aogáin,Aogán
Leagtar,meastar
mbratach,bratach
Acadaimh,Acadamh
cailiní,cailín
cosanta,chosanta
páiste,páirte
cleachtaí,cheachtar
bhán,bhád
bpósadh,pósadh
luí,buí
scrúduithe,scrúdaithe
orthú,ortha
Bhean,Behan
Mc,Ms
Leath,Liath
Margadh,magadh
chairr,charr
rap,rac
Canavan,Canada
Aon,An
ceard,cearn
Daire,maire
tosaíochtaí,tosaíocht
litrithe,éirithe
fearadh,dhearadh
dhéantús,dhéantaí
cuairte,buaite
bag,beag
sing,sinn
Caint,caint
chabhrach,chabhraigh
cam,cm
Dhufaigh,bhuaigh
Coille,Caille
CC,Ch
Naughton,Naughten
glanta,galanta
má,fá
Coladh,Caladh
mbailte,baiste
dtabharfainn,thabharfainn
thalamh,tharam
Evening,opening
casta,céasta
Right,right
gCeantar,cheantar
í,a
Chonaic,chonac
seascaidí,seasfaidh
grian,ghrian
dtuigfidh,dtuigfeadh
físiúil,áisiúil
gaelach,gaelic
Toghadh,cogadh
be,ce
u,up
Tar,Tara
luíochán,níochán
If,It
macasamhail,mhacasamhail
Cheistigh,Cheiltigh
úrscéil,scéil
Clocha,Cloch
tiománaithe,iománaithe
Náireach,áireamh
phláinéad,pláinéid
Theangacha,teangacha
he,re
In,Ian
lorg,log
fhaid,fhaide
Hé,né
gruaig,ruaig
Shea,Sheas
beartas,beart
ruaille,maille
gcásanna,mbásanna
bunscoileanna,mbunscoileanna
bonn,mbonn
We,le
déarfainn,dhéanfainn
deimhniú,cuimhniú
man,mar
leagfar,leabhar
chomhrá,gcomhrá
tír,tor
amarach,manach
w,á
Keating,reading
Éan,an
slabhraí,slabhru
Ceaptar,meastar
Ráthach,Ráthaigh
theipeann,bheireann
Anam,Ana
thine,chine
ráiteas,ráite
hAcht,tAcht
choistí,choláistí
Mhantáin,Mianáin
cheannacht,cheannach
bhriste,bháistí
stop,stoc
bradach,bealach
Breithe,ráithe
DJ,Du
oir,or
Bunreacht,Bhunreacht
fionnadh,ionadh
bhraitheann,bhfaigheann
í,r
Ná,pá
ie,is
dhéag,ghéag
Chéile,fhéile
aghaidh,aghaidhe
gcumarsáid,cumarsáid
ghabhar,ghalar
Fheidhmeannais,Fheidhmeannas
phaindéim,paindéime
teallach,teaghlach
stop,step
leanfadh,leanadh
ist,est
chíor,chor
Bí,tí
ac,c
acu,aca
text,next
Dearadh,dearcadh
lia,sia
dhathanna,gathanna
darb,arb
stán,slán
fail,fair
Deá,Dhá
thall,shall
tAifreann,ifreann
ghníomhaíocht,ghníomhaíochtaí
aga,aka
Ghradaim,ghradam
change,chance
chór,chró
lann,leann
chugainn,chrainn
Bhearna,Bhéarra
bagrach,beorach
nGaoth,Gaoth
Teicneolaíocht,Teicneolaíochta
ya,sa
tráchta,trácht
Chadhnaigh,Chabhraigh
béal,mbéal
Ardteist,Ardteiste
haca,haha
iradio,radio
tuin,muin
site,eite
táirge,táirgí
is,gs
mbua,mbia
Éil,áil
feidhmeannas,feidhmeanna
Darragh,iarradh
bacach,bacadh
Gníomhaireacht,Ghníomhaireacht
méid,muid
coróinvíreas,choróinvíreas
Cill,gCill
Cuan,gCuan
Scileanna,Scoileanna
Dearcadh,gearradh
um,am
se,sh
spochadh,crochadh
Society,society
Phríomh,chríoch
dear,mear
leathair,leathama
toise,aoise
ghabhar,gadhar
dtuiscint,thuiscint
ndéanfaí,ndéana
Teo,deo
Cabhán,Chabhán
tsacair,sacair
gáire,gháire
Aa,ha
Brí,Bré
Aill,will
cuan,suan
chasadh,phósadh
mheallfadh,mealladh
pancóga,rannóga
eascairt,scairt
Ár,Á
Aodháin,Aodhán
bhfeabhas,bhfearas
ceathrú,ceathar
ceoltóir,gceoltóir
Cainteoirí,aisteoirí
ceirde,cáirde
dea,dua
chéadna,cheana
bld,old
óil,róil
Shorcha,dorcha
Tig,gig
dhéanfá,dhéanfaí
Bhearna,bhearna
léas,leas
Hara,Haha
fírinne,bhfírinne
chaitheann,fhaigheann
Pol,ol
Gall,ball
maide,maire
chumhacht,chomhlacht
fonn,fhonn
Cad,Ca
thús,thus
chaitear,chaithfear
leabhar,leathan
tù,té
craicinn,crainn
V,í
Rómáin,Rónáin
arb,art
teastaíonn,dteastaíonn
coise,cúise
labhródh,gcabhródh
bhronnta,bhronnfar
sul,sult
chreach,corrach
amharcais,amharcann
Oileán,nOileán
b,o
eachtra,achta
Ach,Acht
nách,nach
le,leo
Ab,Abú
ciorraithe,gciorruithe
ní,ne
faoileáin,hoileáin
NO,NÁ
el,ll
eaglaise,heaglaise
bháistí,phaistí
ghoill,gcoill
hais,mais
chartlann,ceardlann
Fhiáin,fhiáin
Maol,Mol
fág,fás
tigh,thigh
Díospóireachta,díospóireacht
ceathar,leathair
radaíocht,radaíochta
uisce,fuisce
radaíocht,draíocht
Róimhe,Roimhe
ba,ha
wear,fear
OS,On
Cille,áille
chapall,gcapall
téarmaíochta,téarmaíocht
gl,gé
the,ithe
An,A
dheas,deas
C,l
p,pm
tamaill,tamall
Oid,Oir
fáilte,féilte
fheachtais,sheachtain
city,cith
fonn,foinn
Cumarsáid,gcumarsáid
treo,reo
geal,ceal
Droim,nDroim
Sinsearach,shinsearach
éanlaith,anraith
gCumann,Chumann
ár,r
Lewis,Leis
OÉ,É
deonach,eolach
Canning,winning
cloigne,cloig
dhear,hear
ruathar,ramhar
wasn,was
seal,real
Bord,Board
th,bh
dtriail,thriail
Saoirse,Seoirse
staid,stad
bhfásach,bhfách
tacaíocht,tosaíocht
Mé,M
lainseáil,leaindeáil
bacanna,blaganna
óráide,sráide
eas,leas
if,id
buailte,luaite
Beannaithe,beannaithe
Gealach,Gaelach
fhreagraí,freagraí
Coláistí,choláistí
fuaire,faire
Timpeall,timpeall
Os,OÉ
ngaeilge,gaeilge
bPápa,Pápa
Sualainne,Shéalainne
chuairteoirí,cuairteoirí
bhítear,bítear
uan,un
éisteacht,isteach
teallach,gealach
chor,chur
Corcaigh,ordaigh
ein,fein
tíortha,tuartha
Iorrais,Iorras
chuntas,chuas
séanadh,céasadh
loss,less
santach,salach
léitear,caitear
bhreac,breac
al,as
AR,An
sheirbhísí,seirbhísí
locht,nocht
NÁ,Ní
baill,bailí
gceantar,greanta
Ca,Ch
Dóiteáin,Direáin
Col,Cox
shraith,bhraith
round,sound
bPríomhroinn,Phríomhroinn
comhrá,gcomhrá
teachta,imeachta
báite,báire
Fadó,fadó
bharrach,bharra
loighic,leighis
Finne,linne
Jay,way
bhá,bhó
Sóivéadaigh,Sóivéadach
Sath,dath
Shorcha,Sorcha
fair,faire
thaithí,thaitin
thoradh,bhogadh
Meon,Meán
gcleachtas,cleachtas
bhinn,bhonn
údaráis,Údaráis
Bunscoil,Bhunscoil
tuar,cuar
Bad,Ba
suí,sul
Sr,er
tosaíocht,tosaíodh
clos,close
gCluiche,Cluiche
yr,ár
GA,Gá
cen,men
Beo,eo
muca,much
Fear,Fearg
done,gone
ceantair,cheantar
É,l
Ta,ha
choinne,coinnle
ceathanna,ndathanna
theach,theacht
lag,lagú
or,r
ficsean,ficsin
tosaigh,ionsaigh
líonadh,íocadh
ndéanann,déanann
is,ds
réiteoidh,réiteoirí
BBC,BÁC
éiligh,éilimh
sraithe,urraithe
leanfar,meafar
choistí,bháistí
chailleadh,cailleach
Ceist,ceist
Dee,Die
tor,or
chomharthaíocht,comharthaíocht
Cáineadh,gineadh
ola,olc
tuaithe,thuaithe
CG,Ch
Ceathair,gCathair
thábhacht,tábhacht
béaloideas,béaloidis
j,Í
mhaise,mhaide
Broin,Bhroin
díon,fíon
bím,bís
Tuirseach,tairseach
Dan,éan
des,yes
teangacha,dteangacha
ra,na
Feabhra,Fiachra
fabhtach,cabhlach
tuaisceart,thuaisceart
deannach,cearnach
Caitlicí,Caithigí
tharrac,tharla
innealtóir,innealtóirí
ndúradh,dúradh
gairide,gcairde
X,É
bradach,bréagach
Fhianna,fianna
hoidhreacht,oidhreachta
Dar,far
chomhoibriú,gcomhoibriú
MF,Ma
hÁrainn,orainn
GOA,GA
bhreise,breise
lar,law
gCailín,Cailín
foclóirí,foclóir
saol,síol
comhair,gcomhar
Spáinnise,Spáinne
Bn,un
Comhghairdeachas,comhghairdeachas
goo,good
bhfeicfinn,bhfeicfidh
Centre,centre
Ná,N
gcuairteoirí,chuairteoirí
Rice,Rince
Lean,Léan
teoiric,teoiricí
Chaitliceach,Caitliceach
Mary,May
ceart,cearta
piléir,piléar
Gaelach,Ghaelacha
Breandán,Bhreandáin
bhog,bhig
gcogadh,slogadh
Chóiré,Cóiré
Síneach,bídeach
caitear,scaiptear
Iomaire,bomaite
turasóir,thurasóirí
Ghinearálta,ghinearálta
buachaint,bhuachaint
Brú,arú
chasta,chastar
léig,lig
dreas,dream
co,ce
Ah,Ach
barrúil,mbarúil
Ché,Cé
Cluain,Chluain
Bhi,Bhí
Is,If
tá,cá
P,a
chuairteoirí,bhuaiteoirí
éin,héin
cré,ré
Um,Ui
dhó,bhó
Field,field
beartais,vearnais
geansaithe,ngeansaithe
Elvis,Ellis
chiorruithe,ciorraithe
doimhne,cuimhne
sonraithe,socruithe
préacháin,préachán
Ceantair,Cheantar
Breitheamh,bhreitheamh
tír,trí
Thuaidh,Théadh
thuistí,tuistí
Blogger,longer
ceannas,cheannas
AD,D
chuaidh,bhunaidh
innealtóirí,innealtóir
síocháin,tsíocháin
mian,mion
marú,mharú
aird,airde
Fhoireann,choireanna
gcomhrialtas,comhrialtas
Thugadar,chuadar
chreidim,chreid
Tulaigh,Tacaigh
Mhichael,Michael
Meascán,mheascán
rinneas,rinne
later,late
Pleanáil,phleanáil
Craith,Caith
seachtar,sneachta
chuirfidh,gcuirfidh
soiléire,soiléir
dia,dhia
mheabhraigh,chabhraigh
Pol,Pól
Song,Son
mbóthar,máthar
alán,lán
Mary,Marty
hall,bhall
chomhalta,chomhartha
Átha,Áth
hoifig,oifig
smachta,seachtó
Cuilinn,uillinn
AD,An
Leo,Les
dlínse,dhlínse
led,leí
Via,nia
sionnach,scornach
Gearmáinis,Gearmáine
deir,dear
Mara,para
gníomhaíochta,ghníomhaíocht
Eithne,aithne
B,mB
ocsaídiú,ocsaíd
ceannairí,ceannaigh
dearfach,darach
fhómhar,bhóthar
cas,mas
ceathair,cabhair
chuóta,chóta
Gael,nGael
m,f
ealaíontóirí,ealaíontóra
roghnófar,roghnóir
te,tú
Taithí,taithí
tabhachtaí,thábhachtaí
Shamhain,Seachain
chaitheas,chairdeas
díom,dom
clog,chlog
ndaoine,daoire
gcabhair,tabhair
fhilleann,chailleann
ré,yé
bhriathra,briathar
ámh,amh
leagan,leagann
poinnte,coinne
Jo,Je
do,to
taispeántas,thaispeántais
Christy,Chris
mile,mil
mhaithe,luaithe
Nós,ós
dhaor,daor
dtabharfar,dtabharfadh
Fhoireann,bhfoireann
Craic,Craig
leagadh,leanfadh
gcúlú,cúlú
Bím,Bí
anailíse,anailís
fé,fén
briseadh,bhriseadh
ceacht,seacht
tábhachtaí,tabhachtaí
comhaontú,gcomhaontú
Gaeltacht,Ghaeltacht
y,á
fresin,freisin
tréithe,thréithe
braisle,bhraisle
TÁ,Tú
MF,Mó
use,us
line,life
dhéanfas,dhéanaí
chéilí,céilí
dtosaithe,thosaithe
bháistí,bpáirtí
yé,yn
a,ú
shín,shin
theideal,sceideal
ghnéis,gnéis
chaol,ghaol
Léiríonn,éilíonn
píopa,phíopa
chondae,chonaí
phost,phort
facthas,fuarthas
FachtnaOD,Fachtna
seasamh,sásamh
dhearfach,dearfacha
am,ah
idé,dé
chrainn,chraicinn
iarrtha,iarthar
arb,arú
costais,gcostas
é,b
rialacháin,riaracháin
ds,s
Ghaeilgeoir,Gaeilgeoir
Bige,óige
Cic,sic
nois,anois
coillte,coiste
bi,bí
G,g
Glan,Glen
haois,hais
mBuiséad,mbuiséad
ban,bas
choiste,gcoiste
Corp,Cork
buaiteoir,mbuaiteoirí
pheann,peann
gruaige,gruaim
held,hold
cm,cf
Bille,áille
dhialann,mbialann
ceist,cheist
phóilíní,móilíní
gd,go
Pobalscoil,Phobalscoil
Sóisialta,Sóisialaí
dhéanaimid,dhéanfaimid
must,just
Bhreatimeacht,Bhreatimeachta
deimhin,doimhin
ghlacfaidh,nglacfaidh
Award,award
or,ord
fa,fá
chic,cic
gad,cad
dhéagóirí,dhéagóir
Gaelach,salach
gcuairt,buairt
em,ea
win,min
dearthóir,dheartháir
Fógra,tógra
an,na
Déanaimid,Déanaimis
ón,en
maoil,gaoil
luaigh,luigh
fir,féir
tóir,óir
dúr,dár
fhágfadh,fhágfaidh
May,Mary
gCabhán,Chabhán
eala,geala
báite,ráite
Cothaíonn,mhothaíonn
Oifig,Oifige
cainteoir,cuairteoir
léachta,léachtaí
cheann,chrann
clog,clg
misnigh,istigh
Cé,gé
Q,r
Languages,languages
dtugtaí,dtugtar
Tomás,Thomás
Geal,seal
Fuair,uair
Ce,Cé
Spreagadh,preabadh
Measann,fearann
yr,er
ndeireadh,ndearcadh
Ce,he
fheiceann,fheiceail
min,men
measann,ceapann
Phioc,shioc
Naoi,Nazi
cáineadh,baineadh
hAcht,hacht
clár,gclár
pleanáil,bpleanáil
seoladh,eolach
áird,árd
gCluichí,Cluiche
ligean,ligeann
pub,put
fheabhas,bhfeabhas
hardú,ardú
faighim,faighte
Deacair,eagair
Bhi,bhi
chóiriú,cóiriú
Marie,Mare
Go,Gá
fáiltiú,foilsiú
Lam,Lab
SA,Só
cheoltóir,cheoltóirí
cos,sos
trioblóide,dtrioblóid
Micheál,Michel
East,past
measaim,leasainm
fostaithe,gortaithe
Z,É
measctha,nasctha
Úna,ina
MB,My
canna,cuanna
dtáirgí,táirgí
the,thá
Chonchúir,Conchúir
gceannáras,ceannáras
gramadach,gramadaí
éireodh,léiríodh
hit,ait
Stór,Star
choirp,coirp
il,irl
Baill,faill
Choimín,Coimín
bhall,bhaol
bld,bed
abhaile,abhainn
se,see
haigh,faigh
hoifige,oifigí
NS,No
Agóid,agóid
Am,Ag
cultúir,gcultúr
Ha,Ho
Saville,maille
É,t
gá,gás
Lean,sean
Comóradh,chomóradh
Ceantar,gceantar
caitheamh,chaitheamh
LáGaeilge,iGaeilge
né,na
Eire,úire
Leabhair,tabhair
Island,island
Ceannairí,Ceannaigh
cheacht,leacht
è,Ó
Fhoclóir,foclóir
Bearna,Bearla
Barrscéalta,gearrscéalta
Mo,o
Muileann,muileann
U,Ó
seas,deas
ist,isn
cumhrán,amhrán
stoc,stop
Act,Ach
ndéanfaí,ndéanfá
freasúra,fhreasúra
gcáineadh,gcuireadh
Teangacha,eangach
mna,mná
bhuaigh,bhuairt
den,len
Bhealach,bhealach
cheapadh,dreapadh
tinn,linn
chomharsa,comharsa
w,i
hí,lí
cuma,cumha
Hi,ni
chlainne,choinne
cúl,col
Snámha,cnámha
mbítear,mbóthar
Chluain,Chuan
Pictiúir,bpictiúir
et,etc
BT,Bó
bhainim,bainim
tAthair,Athair
Scol,Saol
eagrais,éagmais
Bhog,Bog
Iarainn,fearainn
Labhairt,thabhairt
Dáilcheantar,dháilcheantar
Brú,Bré
cholúin,colúin
issue,issues
barúil,barrúil
tha,thu
dtriall,triall
All,Ali
trátaí,rátaí
phictiúr,pictiúir
soiléire,soléite
míle,mílte
cathair,achair
Dúshláin,dúshláin
Cumarsáide,Cumarsáid
er,Ór
craiceann,gcraiceann
chreach,cruach
laghdaíodh,laghdaíonn
né,ne
Zoë,Zoe
Place,place
poinnte,pointe
Chnoc,Cnoc
lae,las
cheannairí,cheannais
Labhraíonn,cabhraíonn
Soisear,Seisear
úd,id
Rachaidh,haghaidh
nOibrithe,náirithe
chastar,ceaptar
V,e
dhéanfaidh,fhéadfaidh
y,c
bhochta,hocht
leabhra,leabhair
Van,san
iománaithe,thiománaithe
Suirbhé,shuirbhé
gcailíní,chailíní
chultúr,cultúir
timpiste,dtimpiste
loighic,oighir
col,cool
Peileadóir,peileadóirí
próiseas,próiséas
tasc,iasc
Fhairche,thairbhe
Chuaigh,chuaidh
Clar,Clare
ghradam,gradam
daingean,daingne
leagfaidh,leagadh
cásanna,céanna
rudaí,ruda
Corr,Cor
chríoch,phríomh
dhomhain,líomhain
h,hí
feisirí,fheisirí
Agallamh,hagallamh
every,very
a,Á
amhábhar,hábhar
deachair,deacair
OK,Or
Tí,ní
mass,miss
ghéar,ghéag
anama,anam
Thoraigh,Thapaigh
fireann,ghreann
healaíontóirí,ealaíontóirí
Ghaelscoileanna,Gaelscoileanna
Dé,lé
deartha,beatha
mbeo,beo
bhaile,abhaile
iarthair,iarrthóir
than,thank
fuar,fuara
Iarainn,crainn
ndiadh,ndiaidh
Meiriceánach,Meiriceánacha
Oibríonn,airíonn
tar,tuar
Ná,gá
La,sa
Garbh,Gabh
coladh,moladh
mè,mí
Bh,ah
way,why
chóisir,cóisirí
teo,beo
cailleadh,filleadh
thagadh,tholgadh
cumann,cumainn
Sathairn,cathair
dom,com
chinnte,cainte
dtosach,thosach
gl,glp
bpraghas,praghas
à,d
Health,health
Meascán,Measann
pras,prós
Dan,Dún
Three,Tree
Line,Linn
í,É
ever,every
à,p
aontas,iontas
treo,dtreo
Léirigh,éiligh
Féilire,féilire
aonad,aonar
Feicimid,Feicim
maoinithe,maisithe
says,ways
Órán,arán
l,ló
bhainisteora,bhainisteoirí
Acmhainn,acmhainn
ceithre,ceathrú
Ni,di
fón,fód
MT,Mi
Leabhar,leabhra
Polasaí,Pholasaí
ok,oh
ionadaíoch,ionadaíocht
Shinsir,shinsir
aoiseach,taoiseach
Luachra,luachra
Na,la
gníomhaí,ghníomhaí
thuigtear,thuigeas
Theip,Teip
Ráth,Ruth
hionsaí,hiontas
smachta,nuachta
lán,slán
Múinteoir,Múinteoirí
shliocht,shaíocht
ré,ró
chór,cór
thicéid,ticéad
Chuinn,Cuinn
Uachtarach,uachtarach
leathama,leathadh
fiúntacha,fiúntach
tEarrach,tarrac
comhchéim,chomhchéim
dubh,dubha
D,x
cinniúnacha,chinniúnach
las,lao
comhraic,chraic
Frasaíocht,rásaíocht
colúin,cholúin
ndeara,deara
chártaí,chárta
bParóiste,bparóiste
bhainfeadh,baineadh
Marie,Mario
co,col
yo,ya
sláintiúla,sláintiúil
griangraf,ngrianghraf
Conradh,Codladh
buaileadh,baineadh
méar,féar
gceapachán,cheapachán
Réigiúnacha,réigiúnacha
Feiceann,leiceann
gCogadh,gCuradh
ndáiríre,dáiríre
Cuirimid,Cuirimis
ló,lú
caithfidh,gcaithfidh
Lá,pá
taitneamh,caitheamh
leir,lear
thástálacha,dtástálacha
theilifíse,teilifíse
Roth,Rath
halt,hat
Shéamais,Shéamus
geala,gealaí
pharáid,léaráid
comhartha,comharsa
cailleach,fóilleach
mBrasaíl,Brasaíle
Cathair,Cadhain
suí,tuí
tionscnamh,thionscnamh
L,É
cheapadh,fhearadh
maidin,maidir
Gorta,Ghorta
mbailte,bainte
gas,eas
Tara,Tar
album,albam
Brennan,Brendan
sheasas,gheasa
cneasta,snasta
bhuachaill,bhuachaillí
mbásanna,busanna
bheannacht,ceannacht
ghlacas,ghlac
bolg,bholg
Ceart,ceart
beagnach,bheagnach
Am,um
thuaidh,thugadh
abhí,bhí
ú,o
Máthair,máthair
Feicimid,feicfimid
sall,all
Shráid,bhráid
dtagann,tagann
cearc,cearca
fliú,fhiú
Sa,San
ceantar,ceannas
eolaí,teolaí
dualgais,ndualgais
pas,cas
tSláinte,sláinte
seach,beach
thriail,triail
say,day
Aithním,aithním
iondúil,hiondúil
iascach,iascaigh
chosáin,cholúin
chumasach,cumasacha
Séan,Shéan
oh,ho
mar,mór
bhaoil,bhail
Sraithe,ráithe
Bearnaí,Bearla
méad,méid
Scéal,Scéala
Chomharchumann,chomharchumann
insíodh,aimsíodh
Me,Mr
CO,Co
न,ó
star,sar
dheineann,fheiceann
Hi,bi
Lochlann,chlann
down,own
Do,so
beag,beat
cladach,gclúdach
fúinne,dúinne
ceiliúrtha,cheiliúrtha
léitheora,léitheoirí
lú,lé
Gailf,gailf
neamhspleáchais,neamhspleáchas
seachtó,reacht
Máire,Máirt
ll,el
liostaí,piontaí
scaifte,scaoilte
Bóthair,cathair
dha,dhá
dhéanaí,dhéantaí
riaracháin,riarachán
ur,uí
Cuan,Cian
das,mas
gadhair,gadhar
comhlacht,cumhacht
scáil,scoil
head,hea
hoileáin,oileáin
Imeacht,theacht
pholaiteoirí,polaiteoirí
fáil,áil
Gan,Glan
Eagraíocht,eagraíochta
ie,he
iontaisí,costaisí
nos,not
Dan,fan
muise,maise
iarratas,hiarratais
súil,súl
chailliúint,cailliúint
Bord,Bond
So,S
Sionainn,ionann
Chearta,pheata
Maria,Mario
moch,modh
shaolta,ngaolta
thagadh,thugadh
Fad,bad
thuairimí,dtuairimí
shiúlóid,tsiúlóid
mBreitheamh,Breitheamh
chleachtais,chleachtas
Il,Iúl
chuideodh,chuireadh
tosaíocht,tosaíochtaí
Margaíochta,eagraíochta
bíonn,bhonn
scéala,scéalaí
ndéantar,ndéana
Ana,Úna
tóir,cóir
gadhair,cathair
mhaíomh,maíomh
Tuaim,guaim
Or,er
scaifte,caife
glan,gan
cánacha,fánach
dúchais,ndúchas
mháthair,mháthar
sruthán,scáthán
ghiolla,ghiolc
lámhach,lámha
suil,súil
cóirithe,cónaithe
ráiteas,ráitis
C,p
Ghleann,nGleann
NA,Na
stampaí,samplaí
SP,St
lampa,campa
leanadh,ceapadh
tSratha,ratha
bundúchasach,bundúchasaigh
ni,nil
Da,sa
dtaighde,thaighde
lathair,cathaoir
Al,Alt
foill,fhill
T,j
dara,dhara
míbhuntáiste,míbhuntáistí
fhéadfaí,bhféadfaí
big,bag
timpeall,dtimpeall
chríochnú,chríocha
bheimid,mbeimid
chlúdaigh,cladaigh
man,van
Samhain,namhaid
To,Tí
cíor,cíos
Tickets,tickets
donn,don
Pobal,Phobal
Túr,túr
Nóiméad,cóiméad
heard,ceard
gné,né
droma,díoma
Teamhrach,Teaghlach
Cosanta,Cosaint
lárnach,lonrach
Na,Nua
chustaiméirí,custaiméirí
teileascóp,teileascóip
bags,bas
amh,adh
Bunaithe,tuaithe
sine,mine
Dé,é
láithreoir,láithreoirí
fhad,fhaid
Xi,X
fionn,bionn
bhaineas,bhaineann
canta,canna
chosúlacht,chomhlacht
Conn,Coinn
ná,nó
uasal,uasail
